World(robot=Robot(position=Point(x=761.0, y=469.5), angle=0.4787218193219731), goal=Point(x=719.927659372434, y=512.9685437804677), obstacles=[[Point(x=392, y=100), Point(x=397, y=545), Point(x=649, y=551), Point(x=644, y=106)]])
[Point(x=42.5, y=282.5), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)]
{1.2529656887054443: (Robot(position=Point(x=43.0, y=283.5), angle=1.632446608941419), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[8], right=[-10]), [Point(x=42.5, y=282.5), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{63.73931694030762: (Robot(position=Point(x=730.5, y=432.5), angle=1.7818897585080693), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[46]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{63.89408254623413: (Robot(position=Point(x=733.0, y=432.5), angle=1.7958346227811406), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[41], right=[41]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{64.02539992332458: (Robot(position=Point(x=737.0, y=432.0), angle=1.7868812898801396), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[42], right=[42]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{64.17830300331116: (Robot(position=Point(x=740.0, y=431.5), angle=1.7958346227811406), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[42], right=[29]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{64.3244903087616: (Robot(position=Point(x=743.0, y=431.5), angle=1.7958346227811406), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[43], right=[42]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{64.45781183242798: (Robot(position=Point(x=747.0, y=430.5), angle=1.7958346227811406), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[46]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{64.60085773468018: (Robot(position=Point(x=750.5, y=430.5), angle=1.8100279192136357), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[48], right=[69]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{64.73293232917786: (Robot(position=Point(x=753.0, y=429.0), angle=1.8045395235227177), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[46], right=[60]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{64.85618472099304: (Robot(position=Point(x=757.0, y=428.5), angle=1.7958346227811406), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[46]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{64.98970746994019: (Robot(position=Point(x=760.5, y=429.0), angle=1.7728215078519414), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[43], right=[-18]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{65.1409604549408: (Robot(position=Point(x=761.5, y=429.5), angle=1.7359450678037236), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-37]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{65.27473187446594: (Robot(position=Point(x=762.0, y=430.0), angle=1.7126935342954228), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-47]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{65.38853049278259: (Robot(position=Point(x=763.5, y=432.0), angle=1.652963958184583), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[45], right=[-43]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{65.50349426269531: (Robot(position=Point(x=764.5, y=432.5), angle=1.6421037534879277), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[45], right=[-57]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{65.64428353309631: (Robot(position=Point(x=764.0, y=434.0), angle=1.547544799249036), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[46], right=[-41]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{65.78225040435791: (Robot(position=Point(x=763.5, y=434.0), angle=1.5120404581235478), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[45], right=[-50]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{65.93271493911743: (Robot(position=Point(x=764.0, y=435.0), angle=1.42889936963783), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-41]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{66.08915257453918: (Robot(position=Point(x=764.0, y=437.5), angle=1.3687711576627324), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-50]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{66.22601747512817: (Robot(position=Point(x=763.5, y=438.0), angle=1.345757804314954), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[46], right=[-59]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{66.37519598007202: (Robot(position=Point(x=762.5, y=439.0), angle=1.3004709104703496), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-62]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{66.52278184890747: (Robot(position=Point(x=762.5, y=440.5), angle=1.2120256046460698), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-60]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{66.64404392242432: (Robot(position=Point(x=762.5, y=443.0), angle=1.153747044007642), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-57]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{66.79160356521606: (Robot(position=Point(x=761.5, y=443.0), angle=1.1228541950391362), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-60]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{66.93433427810669: (Robot(position=Point(x=761.5, y=445.0), angle=1.0502154449628422), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[45], right=[-52]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{67.06602597236633: (Robot(position=Point(x=760.0, y=444.5), angle=0.9987667421506474), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-43]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{67.2054488658905: (Robot(position=Point(x=759.0, y=446.0), angle=0.9827936510251591), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[45], right=[-53]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{67.34384083747864: (Robot(position=Point(x=758.5, y=447.5), angle=0.8996524433301518), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[45], right=[-56]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{67.47738862037659: (Robot(position=Point(x=757.5, y=447.0), angle=0.8508782009290288), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[46], right=[-59]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{67.60943031311035: (Robot(position=Point(x=757.0, y=448.5), angle=0.8015257934735844), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[46], right=[-36]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{67.74631524085999: (Robot(position=Point(x=756.0, y=449.0), angle=0.7531512598203252), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[46], right=[-51]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{67.88985586166382: (Robot(position=Point(x=755.0, y=450.5), angle=0.6729710916684697), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-46]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{68.03232049942017: (Robot(position=Point(x=754.0, y=451.5), angle=0.6098060230420659), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-43]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{68.17546701431274: (Robot(position=Point(x=753.0, y=452.5), angle=0.5787149290250371), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[5]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{68.31107378005981: (Robot(position=Point(x=752.5, y=453.0), angle=0.5288816312955449), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[45], right=[24]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{68.4518632888794: (Robot(position=Point(x=753.0, y=455.0), angle=0.563316307465894), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[46], right=[33]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{68.60160684585571: (Robot(position=Point(x=754.5, y=457.0), angle=0.4984594206021855), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[47], right=[42]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{68.74032592773438: (Robot(position=Point(x=755.5, y=461.0), angle=0.4984594206021855), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[46], right=[51]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{68.8880729675293: (Robot(position=Point(x=757.5, y=463.0), angle=0.4984594206021855), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[54]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{69.03966879844666: (Robot(position=Point(x=758.5, y=467.0), angle=0.4984594206021855), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[53]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
{69.15998387336731: (Robot(position=Point(x=761.0, y=469.5), angle=0.4787218193219731), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[78]), [Point(x=757.0, y=428.5), Point(x=719.927659372434, y=512.9685437804677)])}
